road_id,timestamp,surface_temperature,surface_humidity,precipitation_rate,crack_density,pothole_depth,roughness_index,wind_speed,solar_radiation,vehicle_count,heavy_vehicle_ratio,maintenance_frequency,maintenance_cost,location_lat,location_lon,terrain_type,extreme_weather_event,maintenance_required
R0020,2020-01-01 19:00:00,14.561457009902096,87.2141422597596,5.204227358715072,20.651901147807248,3.6257059813697694,8.109912730552393,29.124857527005744,671.4952552915909,1233,26.92131442864578,1,9310.854076216156,27.108300362032892,-123.81204806773911,hilly,1,1
R0021,2020-01-01 20:00:00,30.592644736118974,70.02347027128127,3.540865890567948,8.171537377898686,4.914825448824643,0.7585378579492075,95.13862184004778,569.5627406649163,242,21.677376183654356,3,9207.652980168625,84.38655660445207,-15.28637321872472,mountainous,1,1
R0022,2020-01-01 21:00:00,6.974693032602092,49.18566910597763,0.5704004967729648,24.961862902624524,4.797538849379507,2.019574743856899,43.606061209230475,656.5106489473632,1790,5.446919669024108,4,3250.3810605845665,-4.916274544655835,173.8072258801546,mountainous,0,1
R0023,2020-01-01 22:00:00,14.607232426760907,95.7808102954724,18.18608292812099,2.5117239932672977,4.897414914948774,6.577106691553425,42.9364820389177,115.52401230774446,306,2.678774773880833,4,630.6352179865157,34.634204296633044,175.75927795332376,flat,0,0
R0024,2020-01-01 23:00:00,18.318092164684586,74.73206805182487,0.1644626277778305,23.194160186558324,10.094462596677236,4.435013825500416,67.80795101909312,476.01803788410734,528,24.493397863721498,3,4672.099874082729,-54.83538048118984,99.35650321039327,mountainous,1,1
R0025,2020-01-02 00:00:00,22.803499210851797,93.7148682576295,14.721642886741709,2.998107197058586,7.962118921356243,2.9069981364692055,76.75685623061896,357.01864408854124,265,26.79198326585831,4,8683.016293058401,22.254006732419384,122.10785453801304,flat,0,1
R0026,2020-01-02 01:00:00,39.25879806965068,57.48291759449491,3.0429577383903306,26.435677106829267,5.781362671299664,4.186338560479791,47.55587381251365,973.3686162401218,359,10.561173742015363,0,8443.27506230157,-46.97011801673694,168.18146718894013,hilly,0,1
R0027,2020-01-02 02:00:00,9.983689107917987,33.30138473138256,18.244592439992,9.126135544050111,2.236346530930749,4.451996462706344,21.400090171172415,49.62393417946742,1808,10.58867801178321,1,6234.857281564964,-54.33587061916578,153.87462338917288,hilly,0,0
R0028,2020-01-02 03:00:00,25.71172192068058,14.754401772824979,17.855918791797716,19.63180094491724,0.3320874441321886,9.105522508215966,77.33086427256217,298.29420305992306,493,11.708277221056017,2,1988.2548952117031,1.659701100611997,43.95910762218517,flat,0,1
R0029,2020-01-02 04:00:00,29.620728443102124,75.34763663354654,13.078022927385147,14.625068358608395,3.2825201638153887,1.0345828370495302,32.03512748736276,941.862194091722,220,24.828669202993392,4,1522.0832823338915,-51.90042646195201,84.46211313434281,flat,1,1
R0030,2020-01-02 05:00:00,2.3225206359998865,20.91726982049807,13.444682996012103,10.989094357870169,1.612071059530219,2.7973074680761503,17.51107692938576,983.4961831843295,1049,21.21215872502343,0,9569.478845896823,39.838954900361045,33.759559421470016,flat,0,0
R0031,2020-01-02 06:00:00,30.37724259507192,37.249761544477046,0.10678283939377087,19.363254995504892,11.781675462783591,5.37564816582714,63.164018992501326,824.9016077271335,512,3.6592900230728107,1,4503.277978859944,78.72058637394082,2.3382986297667685,flat,0,1
R0032,2020-01-02 07:00:00,8.526206184364577,57.92238170955076,19.697431322272042,28.42568941653714,1.6874693672082808,6.982869266305917,9.04536669903504,75.99824401640932,1263,19.040717179372844,0,6657.529658970555,-19.151621568947718,137.09844595042097,flat,0,1
R0033,2020-01-02 08:00:00,3.252579649263976,60.79749290017729,17.55665207151629,1.2380924212386557,10.863423559602543,6.306372889592437,97.1352675086055,561.3550283435403,267,0.29332979874456155,0,9105.711942075965,-31.956947383189195,85.68904036932713,flat,0,1
R0034,2020-01-02 09:00:00,47.44427686266666,64.05248772884224,17.90212451460184,27.56558567649313,5.7848803466412395,9.416427377373944,63.2397264412137,400.1229926704671,1207,21.3115861508194,1,8763.98517504562,-58.340719151512324,129.53382133249113,flat,0,1
R0035,2020-01-02 10:00:00,48.28160165372797,24.962979731473055,13.184890741017439,18.272449650630406,1.1006758461566397,7.956089248194732,98.58955209217558,806.4525676954016,520,22.938969521223093,4,5885.580230241364,-19.728643034250837,-145.4720531740523,hilly,0,1
R0036,2020-01-02 11:00:00,40.419867405823055,44.17636643394839,6.89573857309073,24.21942902307157,12.190950741473786,5.570768419744303,33.889342347863604,55.02423557133329,1829,24.44845259095207,4,5135.099215441316,10.734136295770242,27.534660344813346,flat,1,1
R0037,2020-01-02 12:00:00,15.230688458668535,65.54748044052701,17.872972981809617,11.516248603028327,8.6944585535492,2.1468269167350753,97.12051611903979,197.1287516447021,887,18.76927865413669,0,7484.962524579099,-22.865505661246942,-61.37394179463047,flat,0,1
R0038,2020-01-02 13:00:00,4.883605700319194,97.28369781704063,5.830338563023847,14.155289245128412,3.536422692953596,4.508742314022398,14.556224772862357,489.1950662226294,367,5.417643132461382,3,3821.6340779910533,22.15371932979923,4.8218321902017465,hilly,0,0
R0039,2020-01-02 14:00:00,34.211651325607846,75.48680239297198,11.254230866844058,26.06552255403492,13.420217614990019,6.933822441944773,4.069477234702845,157.64766294782694,137,23.812403419444816,4,6441.210986191595,29.236214691578255,40.667560069157844,hilly,0,1
R0040,2020-01-02 15:00:00,22.007624686980066,93.0343381384562,1.994619446877648,12.445439094294692,0.6788747080582719,8.379621748360849,3.298406045460256,692.7151426942983,1025,26.993716777254978,0,719.948119291593,-72.39067883734583,124.47304996762239,flat,0,1
R0041,2020-01-02 16:00:00,6.101911742238942,78.59908524827594,18.439112602655005,16.03978700247255,3.0272941229664436,9.597362244223874,46.487037059922706,820.7672211397983,1426,19.01388429168352,2,8330.96932713049,35.60088708173018,-168.5240191588986,flat,0,1
R0042,2020-01-02 17:00:00,24.75884550556351,63.25452720031604,2.8154091554242666,0.6058476925299872,11.280703917087916,6.0545276613791765,8.300419747859477,704.5198936276435,437,8.253536218965916,2,9981.30661458611,72.05715556410092,-120.96598583462556,mountainous,0,1
R0043,2020-01-02 18:00:00,1.7194260557609198,27.282103222271008,4.497936114608145,4.757940175141268,10.640668954648337,5.269193673044325,51.216788416760174,440.2837136399823,1877,5.380821650541099,3,9569.711677409321,-85.27461325028851,151.7204668609137,flat,0,1
R0044,2020-01-02 19:00:00,45.4660201039391,70.00170867032617,11.1626831625643,19.250595239243992,4.33907540586717,0.17691923121148312,32.75005035089005,878.3876662526462,429,6.943890651094284,0,3919.0009851092377,9.243397907794701,168.21745557237142,mountainous,0,1
R0045,2020-01-02 20:00:00,12.938999080000846,66.10416093639164,15.28186000425963,21.509307031916315,0.9303731302917467,0.7209906915017994,33.56289924741156,137.6861317199417,298,0.5071276210439135,2,5545.462179419553,18.69738727564787,-160.04783408491886,mountainous,0,1
R0046,2020-01-02 21:00:00,33.1261142176991,64.22222534115397,12.387026118725979,17.47802810353498,12.871171083374158,1.5610499763740027,63.56089965451698,260.3385838990089,909,0.30505773199703934,4,2744.0611496754527,37.76676031266575,-60.55648454992014,hilly,0,1
R0047,2020-01-02 22:00:00,15.585553804470548,54.080728118941664,4.642678256003123,4.2993010882683205,4.705464571048539,0.5475993118962807,16.30980061516202,489.5396852523033,104,8.911152625372083,0,3378.3803507674183,-20.561640516158917,-176.49720944379342,mountainous,0,0
R0048,2020-01-02 23:00:00,26.00340105889054,57.579094359034805,0.018860850549806685,13.362162857335045,2.9357012239239784,4.008632388049264,76.6553370339731,61.33859887925197,1555,27.688791428208724,3,4844.787965699984,57.36785703423379,92.68128475010542,flat,0,1
R0049,2020-01-03 00:00:00,27.335513967163983,40.09982744062937,15.143011606148784,10.652842990895694,7.740927335414656,3.368785451388722,58.20309197786347,95.68578156654728,1088,18.639823676185387,3,7597.26861510888,7.1813639225132135,65.49846488675425,mountainous,0,1
R0050,2020-01-03 01:00:00,9.242722776276352,56.73814233780728,19.704146518221876,14.86984032105265,13.65340798923671,6.373541578683929,91.49446288475109,397.4433717223721,1494,11.58321177431745,4,669.8827129689929,-16.391411718498006,23.329841543508167,hilly,0,1
R0051,2020-01-03 02:00:00,48.47923138822793,27.780031511063044,16.19826240612181,26.109871036622827,0.6531986676506302,5.356651079334027,36.48406537675234,943.8862967345541,994,0.32542688161200317,2,4240.854238943726,39.466205232582155,68.99802237200339,mountainous,0,1
R0052,2020-01-03 03:00:00,38.75664116805573,82.46569576243391,9.204132363132306,23.275843159759557,11.487061320463315,5.959707593878597,98.27149920671255,908.4136932770003,1990,29.691004560743366,2,5786.720724072286,76.9275956889517,13.604836520815212,mountainous,1,1
R0053,2020-01-03 04:00:00,46.97494707820945,26.719925922883704,18.075345227982133,2.5196850416747685,8.587098419080634,4.719772029376541,57.58276467140232,465.97485827841115,202,13.675331637811349,3,2544.2389007744814,56.160295879944215,-94.01717679103231,mountainous,1,1
R0054,2020-01-03 05:00:00,44.74136752138244,17.646966090051976,8.196953462367,26.709275933236928,6.3817367482772545,2.777371485542571,97.34019561875338,142.15854451073005,534,29.74508500949898,1,1245.547631912379,77.51966003791094,91.56014458397595,mountainous,0,1
R0055,2020-01-03 06:00:00,29.894998940554256,49.26214237214416,10.49868168486935,14.153014534494709,11.1612066615759,9.52825314946477,2.706065404711533,178.10765595843557,749,21.604198658496497,3,5625.951663524118,-42.13174283456233,101.97999758337858,mountainous,0,1
R0056,2020-01-03 07:00:00,46.093711751155844,69.24766955554557,9.542595347913664,22.315864346579954,14.487366366624485,0.8640915976013896,72.7976322412388,377.5460546091273,1928,1.537165533554824,3,6559.194852614906,-68.66766524039257,127.51268150637594,mountainous,0,1
R0057,2020-01-03 08:00:00,4.424625102595975,49.39451424401872,8.952477453310498,4.201176937930564,3.4380931674403654,9.388909994653073,81.66215242927363,210.07419508678137,480,25.77076920231708,0,6589.521758576228,6.18291902859346,163.46760424623216,mountainous,1,1
R0058,2020-01-03 09:00:00,9.79914312095726,34.90787187561777,15.503815385878115,20.121585771211443,2.154710476081794,3.1123804686473466,5.3173286676487574,82.97559439037782,165,15.91198184462032,4,3887.551657838131,-82.00252352843839,89.11498022659629,hilly,0,1
R0059,2020-01-03 10:00:00,2.2613644455269033,60.235406550139665,10.53537814538984,7.089780528283738,13.693226178340456,5.126614453672974,57.896966401624574,673.7774835199971,678,13.581852246082764,0,2754.937061421139,31.426158405826058,-160.36207504802184,flat,0,1
R0060,2020-01-03 11:00:00,16.266516538163216,41.230210187097995,6.334342440504321,13.151426914227946,10.034296161859556,1.0884232282754613,80.19422935894484,581.4486377926949,369,22.735551033178545,3,2593.6711706510537,-46.799725812200194,-172.49811424326026,hilly,0,1
R0061,2020-01-03 12:00:00,19.4338644844741,93.95809211139698,5.163163353169566,0.5058861024631323,6.56979032342949,0.7093106837100926,56.10387252230728,291.29675797808505,146,23.244027979544597,0,884.9774305444131,-8.216984086538105,86.35344145362893,mountainous,0,1
R0062,2020-01-03 13:00:00,13.567451588694796,93.03806256432149,0.7549463393486677,4.54831913791428,8.598893553964245,4.295454487186029,6.381359040546664,778.9483825523041,1015,23.892892492522282,2,2254.4918436672315,28.00113129707725,-159.82165262620398,mountainous,0,1
R0063,2020-01-03 14:00:00,41.436875457596464,55.21346379748859,11.66390323766092,2.7624147937085928,11.18420857764366,7.416973763796781,69.34472408983115,775.9488877058345,464,22.81609064746434,3,8276.758207534807,-3.0428453931360764,-66.2599446133584,hilly,0,1
R0064,2020-01-03 15:00:00,17.837666334679465,39.50955946164326,4.599228308020685,7.192325188147754,11.595478480585758,2.6936477754854895,6.059691467330863,491.0019702127618,1303,19.238101559751403,2,528.9870247302268,-47.50882909802168,-130.98244049137196,mountainous,0,1
R0065,2020-01-03 16:00:00,14.046725484369038,76.34191725609752,2.962678440327662,3.0005427007296683,13.798412712284469,5.6234788893532,81.74688950164385,96.53255551189388,167,20.26866945987919,2,916.9417242946294,68.46669359929615,168.80396558477878,hilly,0,1
R0066,2020-01-03 17:00:00,27.134804157912424,13.304164913475997,13.076599276553553,20.757300798586858,6.40264183343434,2.786503405228183,4.303418330669439,918.4694001013576,1238,25.757477581068862,4,1706.6799326511377,47.61635778720853,-66.09810406845011,mountainous,0,1
R0067,2020-01-03 18:00:00,7.046211248738132,52.72921054392861,13.624185156430977,0.8711970662765811,4.4011636502909255,3.886130608930408,13.73973810103708,668.6605235409713,1149,20.716218694642897,2,4492.285535419665,18.193048842501412,-160.14711305868425,mountainous,0,0
R0068,2020-01-03 19:00:00,40.109849037701984,40.26910548433002,15.04309784515332,18.532215018749937,9.594964001847629,9.064463184738248,27.51075905232685,247.05081915195092,1682,3.0407249934479106,0,3670.509426465042,35.737247449511855,161.8587153057179,flat,0,1
R0069,2020-01-03 20:00:00,3.727532183988541,92.84822965922992,10.07153792677183,4.221234924767227,6.235918489192955,8.558396254949196,63.33647922608,610.4545470342266,306,19.365018840235617,0,2189.440651517546,-15.24133842697097,39.147976296240444,mountainous,0,1
R0070,2020-01-03 21:00:00,49.34434683002586,11.08027245454143,17.88109210407773,28.35484371533691,8.91897680923467,5.160175434176298,97.6359099631306,405.02149582763025,172,5.099813331847286,1,1554.0200040155598,-22.3394226446958,-167.00073525036944,flat,0,1
R0071,2020-01-03 22:00:00,38.61223846483287,59.753338814651414,18.726855067964557,27.992822193295627,6.299786976839253,2.3810562747207875,11.782285261993442,635.3496397359579,1382,0.42758887251651556,4,9419.194100927887,-61.17991636887038,120.0099743591042,flat,0,1
R0072,2020-01-03 23:00:00,9.93578407670862,76.65972229599635,16.147418795849788,6.7650930756288785,2.2949368001726174,1.9318391273302282,14.270766921391843,473.8708957310208,1509,6.4250016682428495,1,9156.877102283404,54.646467740952886,-125.0896668989737,hilly,0,0
R0073,2020-01-04 00:00:00,0.27610585618011996,53.65161887716371,12.711869640163744,18.432638946690886,7.041401274884376,9.540873530357143,36.887039670098034,485.4721502397334,129,4.63214950358188,2,7833.036779669662,-21.412035867381448,108.87705833804614,flat,1,1
R0074,2020-01-04 01:00:00,40.77307142274171,17.68627271464495,6.074419071823773,0.840159584173753,10.363767329115491,2.0271659651068754,83.62191377553202,735.8820919073593,1544,3.0628720534663447,3,2894.208759879594,34.6183154101939,36.990628634396415,hilly,0,1
R0075,2020-01-04 02:00:00,35.34286719238086,97.5215251025112,19.658898432404424,27.95365629153522,11.989257115014748,8.081683109125391,46.72309527508142,613.7257460639757,1126,6.449603247170556,0,3575.1313041635544,-36.01044156223409,-116.23852273088465,hilly,0,1
R0076,2020-01-04 03:00:00,36.45035840204937,56.62093882384881,5.482723343838767,15.68961924575129,7.399894151948202,3.689702095355373,32.16106002558217,79.95269124422566,1644,16.907080185010674,3,6825.5271985037125,53.27806682279487,90.93529899111417,flat,0,1
R0077,2020-01-04 04:00:00,38.56351733429729,65.27676198871103,4.053138439808621,1.2966945425333698,2.478568353156014,9.856598475582384,56.120383220886126,65.37357044630366,1643,4.544094091589775,1,3271.1395034282637,-71.05618596007697,-16.378208782699232,hilly,0,1
R0078,2020-01-04 05:00:00,3.7022325867045183,31.29488044367566,8.843082275731655,10.274999790244122,6.220315644741474,3.6815574036278784,26.052319744575,305.00923749672523,620,8.383148310246407,1,5540.916725659881,22.502555880316336,49.71633831220174,flat,1,1
R0079,2020-01-04 06:00:00,17.92328642721363,53.514827659612344,1.1368114142477692,2.305483855837026,11.794408932625474,3.515166249107261,40.115990724752095,430.2459965387463,987,25.487763306386654,0,6687.1965217333545,55.367048059464594,133.0250995133731,mountainous,0,1
R0080,2020-01-04 07:00:00,5.793452976256486,48.623454276248964,19.569889293435814,11.788333181200796,6.192889059256093,6.374636288776231,33.260514923204184,275.22255917928607,500,26.64153823584141,1,5432.364816873087,28.845044277573166,-86.29267844555342,hilly,0,1
R0081,2020-01-04 08:00:00,43.155171293779674,16.740625780178537,11.768671128328496,20.09779026483969,10.447961904063336,9.615168066268193,80.41410224146459,651.459858069918,1787,9.992531003594024,3,4426.205255293932,35.30084520151803,-48.250317346017425,flat,0,1
R0082,2020-01-04 09:00:00,31.164906341377897,19.55443181927205,11.139041833283505,14.096697241243188,7.608205225171346,9.762096057964328,92.42557264380008,195.1079317256219,753,26.968533026737738,1,3804.993128796431,4.678011975193925,179.01784267721234,flat,0,1
R0083,2020-01-04 10:00:00,16.54490124263246,85.37252676568971,13.115925597994398,11.511665241583634,3.6183468766409503,7.0720614646698525,75.95721921569118,704.1410963961697,1049,17.571833103383685,3,7888.624206203687,10.625759479577823,2.9212092562856924,flat,0,1
R0084,2020-01-04 11:00:00,3.177917514301182,31.58379569859312,9.940472955544132,3.5747113662139443,11.942257620346114,7.546063656363536,43.90835760299835,773.1507418889302,947,6.791052132915729,2,7520.490452287549,-78.1391810034657,21.060962782796253,flat,0,1
R0085,2020-01-04 12:00:00,15.54911608578311,27.546244434876748,0.6412703418908317,7.348171370809689,1.2632018110603056,5.634021759730277,50.43349774966638,124.31930759565057,1397,22.628802154180917,4,7114.166609361904,-44.85543353899581,-77.24212566071631,mountainous,0,0
R0086,2020-01-04 13:00:00,16.259166101337353,55.44203061251253,12.246225776807936,3.004298632150534,7.873354241327259,7.557757391323319,12.507369392943568,650.806243362988,1595,27.662824342133945,0,4059.432575348809,39.947174406663095,-30.23018906282101,hilly,0,1
R0087,2020-01-04 14:00:00,36.480308916903205,79.18724182262616,14.323477539128612,24.22496194969982,3.133365513651074,8.597796549704967,74.68647111345378,961.435975900114,1034,19.777074827444796,1,7869.497950308656,80.17585597037967,0.5586289824253186,flat,0,1
R0088,2020-01-04 15:00:00,31.877873567760656,15.575186672108913,8.334981212481063,4.057194839541677,1.0059844281206347,4.860953031950233,59.64756793950441,192.82381726334674,1495,6.039921858472636,0,9598.18450379629,7.520572366729212,-86.95989850033492,hilly,1,1
R0089,2020-01-04 16:00:00,44.36063712881633,61.912712767443026,15.14591144142386,17.861200996466806,7.544009056248733,6.19862262830103,90.24399961374364,909.3028311161545,530,2.5764023002315173,1,7045.305431606671,40.60643980639111,-94.26761598815462,flat,0,1
R0090,2020-01-04 17:00:00,23.610746258097464,20.728939855651603,4.540025986768413,10.282212407665376,7.493432339023854,5.373166952330477,20.06111435751532,606.0479492740167,638,6.8823591211859005,2,4375.042885164226,33.044376710579115,36.16805371108259,hilly,1,1
R0091,2020-01-04 18:00:00,5.9797122969150855,13.281494574305661,4.4255318213236805,6.779351539655504,10.603513525135813,5.624706135286772,75.97261219326121,590.944867331712,1471,10.155255162580499,3,8066.571996856208,89.88917779191507,-113.88548004493764,flat,0,1
R0092,2020-01-04 19:00:00,35.66223936114975,14.746955694599565,3.228339753751479,19.184053184763112,11.171260395778573,8.900479098739408,68.46716617191898,51.92268232086717,170,10.0120591202109,0,6288.369722495237,53.100799023333536,19.244784528572666,flat,0,1
R0093,2020-01-04 20:00:00,38.03925243084487,85.07476973875973,7.439895195783237,13.710069281308218,10.916872330393451,3.5561683020557022,26.58455338097522,748.3002783863982,1605,14.956377990409218,2,8837.931928390857,22.97652008133096,74.23704850302022,mountainous,0,1
R0094,2020-01-04 21:00:00,28.063859878474812,20.61752352652554,16.94024070778167,12.004364018536775,6.143380993751325,2.081840256006242,66.73786395408251,478.2730526480582,1854,15.155076480958469,2,7275.2340506196115,-69.27132317157728,-108.62725617710781,hilly,0,1
R0095,2020-01-04 22:00:00,38.54835899772805,14.063622797106277,16.558241242981286,17.785560146766645,9.475346808398438,4.562801102736291,92.43733805766496,721.1743918351341,1925,14.142978348454092,4,7814.240510633591,-24.72083892060948,88.51610223217011,flat,0,1
R0096,2020-01-04 23:00:00,24.689779818219538,49.41098984286211,7.656484159270076,14.73802885470002,8.654178639659404,2.0808519048126515,91.84359876671189,809.181103446606,355,10.314716276487307,2,6840.646399794555,-44.87418800263991,-50.51362506734114,flat,0,1
R0097,2020-01-05 00:00:00,26.136641469099704,85.95941247478223,11.782374719604732,9.104526256546823,6.323426341753794,4.984004256620191,71.96265745161413,523.7963733722786,1226,3.2049142151611445,4,1374.1943572847467,63.661613984723886,177.30163362787385,mountainous,1,1
R0098,2020-01-05 01:00:00,21.37705091792748,33.61675388403717,14.416326329498313,16.77183863295755,8.958190412789898,9.035081053570586,4.80731125340601,263.64431327831414,246,12.549548744957857,2,5108.613589444231,-9.688857492672142,172.46765163625344,mountainous,1,1
R0099,2020-01-05 02:00:00,1.2709563372047594,47.95413557733247,4.82413549256046,20.084957296520837,14.208718150593938,6.174335204824778,87.22643373201615,141.57249139281336,1001,29.57281027356973,3,1036.6538111870464,6.353940051541898,107.49406806667821,mountainous,1,1
R0100,2020-01-05 03:00:00,5.394571349665222,13.593027930737609,3.3628217178949416,0.8007947576056285,2.89340615522066,8.554328533030777,65.777860700454,160.5031279324143,769,19.61624619253343,2,4751.7169537189,83.66819394408986,-56.62052044937323,mountainous,0,1
R0101,2020-01-05 04:00:00,1.5714592843367126,50.417066272138825,19.44191986424622,13.97615186723026,13.586581436782895,1.661909196155118,31.043425318273442,866.9346539457987,1983,13.19332041611414,3,7306.056391609047,60.60308429708405,157.3956494431414,mountainous,1,1
R0102,2020-01-05 05:00:00,31.82052056318902,61.98517725734203,12.35114626419237,1.730498537506313,0.8018327097479755,9.008735925371768,18.72503617056993,123.57809563038869,239,2.5047188422942734,1,4501.926981012704,52.16764684321913,179.5604418749715,hilly,1,1
R0103,2020-01-05 06:00:00,15.717799053816334,61.38163483769303,19.62831443667328,5.592162422043332,4.62583819352491,6.017871644071158,11.620386299731711,384.69407304656846,754,6.397461571875775,2,515.4873933766937,-64.40046220288849,-13.5797166209598,flat,0,0
R0104,2020-01-05 07:00:00,25.42853455823514,39.918402295692864,6.755119742644582,16.81526202233919,4.322178729172924,0.317597887404798,5.0236899257760985,334.2746462890308,720,17.239418820155272,2,4008.2083844578724,-85.90168397939051,41.25217712278095,hilly,1,1
R0105,2020-01-05 08:00:00,45.37832369630465,38.3979862596822,14.06063399948263,25.985667457967423,9.395476618213586,6.331189552850368,75.41032479507564,865.4556667389702,1546,14.936215369440186,1,1143.7103403083672,-67.40129594542266,-177.844678925861,mountainous,0,1
R0106,2020-01-05 09:00:00,12.464611457443747,19.59612570429381,4.452072730824755,26.484170375654546,1.9683742766593548,9.51396956260918,23.584299894327533,477.69350069429163,970,0.5758518769221299,4,7915.665690741076,43.25099951058459,-164.32804428091114,flat,0,1
R0107,2020-01-05 10:00:00,20.519146151781488,43.01184885816416,5.224003425478259,2.098320304158938,13.235214177596307,0.7916700047536207,2.425293604325507,996.4464173481376,1955,2.5870749529768666,3,7945.639908272574,-16.07079640318588,0.21521194811583655,hilly,0,1
